rating,reviews_count,cuisine_type,price,is_sponsored
"4,6",28,"Американская, Бар",$$ - $$$,False
"3,8",30,"Японская, Суши",$$ - $$$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,9",9,"Средиземноморская, Греческая",$,False
"3,7",13,"Американская, Фастфуд",$$ - $$$,False
"4,6",18,"Немецкая, Бар",$$ - $$$,False
"3,4",7,Открыто сейчас,$$ - $$$,False
"4,1",31,"Американская, Бар",$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,3",12,"Бар, Паб",$$ - $$$,False
"4,0",21,"Японская, Азиатская",$,False
"4,0",3,"Французская, Американская",,False
"4,2",5,"Американская, Юговосточная",$$ - $$$,False
"4,2",9,"Японская, Кафе",$$ - $$$,False
"5,0",1,,,False
"4,7",42,Американская,$,False
"4,1",28,"Американская, Бар",$$ - $$$,False
"3,4",34,"Американская, Бар",$$ - $$$,False
"5,0",2,Итальянская,,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"5,0",3,Тайская,,False
"5,0",8,Откроется через 32 мин.,$$ - $$$,False
"4,5",12,"Азиатская, Тайская",$$ - $$$,False
"3,8",25,Кафе,$$$$,False
"4,7",3,Сейчас закрыто,,False
"4,1",7,Китайская,$,False
"3,9",31,Американская,$,False
"3,0",24,Закроется через 2 мин.,$$ - $$$,False
"4,4",5,Мексиканская,,False
"4,2",32,"Бары и клубы, Американская",$$ - $$$,False
"4,3",4,"Мексиканская, Японская",,False
"4,5",20,"Японская, Суши",$$ - $$$,False
"2,3",7,"Американская, Закусочная",,False
"4,6",26,"Азиатская, Тайская",$,False
"4,5",33,Итальянская,$$ - $$$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"5,0",1,"Бары и клубы, Итальянская",,False
"5,0",3,"Американская, Барбекю",$,False
"5,0",1,Сейчас закрыто,,False
"4,4",12,Пицца,$,False
"4,3",3,Азиатская,,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"5,0",1,"Американская, Латиноамериканская",$$ - $$$,False
"4,0",25,"Американская, Бар",$$ - $$$,False
"4,0",1,Американская,,False
"3,7",55,"Бар, Паб",$$ - $$$,False
"4,5",15,"Азиатская, Тайская",$,False
"4,8",5,"Французская, Американская",,False
"5,0",4,"Итальянская, Тайская",$$ - $$$,False
"5,0",7,"Китайская, Японская",$$ - $$$,False
"4,1",16,Открыто сейчас,$,False
"4,1",7,"Бар, Паб",,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,8",8,"Американская, Морепродукты",$$ - $$$,False
"5,0",1,"Карибская, Ямайская",,False
"3,6",23,"Американская, Ирландская",$$ - $$$,False
"5,0",8,"Индийская, Гастроном",$,False
"4,3",6,"Бары и клубы, Бар",$$ - $$$,False
"3,9",28,"Японская, Морепродукты",$$ - $$$,False
"4,2",14,"Итальянская, Карибская",$$ - $$$,False
"4,5",2,Вьетнамская,,False
"4,6",7,"Итальянская, Винный бар",$$ - $$$,False
"4,0",4,Японская,,False
"3,3",13,Американская,$,False
"4,0",2,"Карибская, Морепродукты",,False
"4,8",5,Американская,$$ - $$$,False
"4,0",12,"Азиатская, Тайская",$$ - $$$,False
"5,0",3,Стейк-хаус,,False
N/A,0,"Азиатская, Тайская",,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"3,9",53,"Итальянская, Французская",$$ - $$$,False
"3,5",16,"Средиземноморская, Ближневосточная",$$ - $$$,False
"4,1",26,Латиноамериканская,$$ - $$$,False
"3,5",13,"Итальянская, Бар",$$ - $$$,False
"3,4",20,"Китайская, Суши",$$ - $$$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"5,0",1,Сейчас закрыто,,False
"4,6",12,Открыто сейчас,$,False
"3,0",5,"Американская, Барбекю",,False
"5,0",1,"Французская, Латиноамериканская",,False
"4,6",5,Грузинская,$$ - $$$,False
"5,0",3,Суши,,False
"3,3",6,Итальянская,,False
"4,0",6,"Китайская, Азиатская",$$ - $$$,False
"3,2",5,Американская,$$ - $$$,False
"4,0",32,"Итальянская, Пицца",$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,0",72,Бар,$$ - $$$,False
"4,6",11,Итальянская,$$ - $$$,False
"3,0",4,Мексиканская,,False
"3,8",12,"Бары и клубы, Бар",$$ - $$$,False
"3,6",40,"Американская, Бар",$$ - $$$,False
"4,4",7,"Французская, Американская",,False
"4,2",5,Американская,$$ - $$$,False
"4,6",11,"Фастфуд, Гастроном",$,False
"4,5",2,Греческая,,False
"3,3",4,Открыто сейчас,,False
"3,8",44,"Итальянская, Пицца",$,False
"3,8",38,"Мексиканская, Юговосточная",$$ - $$$,False
"3,9",17,"Бар, Азиатская",$$ - $$$,False
"3,3",157,"Американская, Бар",$$ - $$$,False
"3,4",8,Американская,$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,5",2,"Французская, Американская",$$$$,True
"5,0",1,Откроется через 2 мин.,,False
"5,0",3,Китайская,,False
"4,0",11,"Китайская, Азиатская",$$ - $$$,False
"3,8",28,"Перуанская, Латиноамериканская",$$ - $$$,False
"2,7",7,Итальянская,$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"3,3",3,Открыто сейчас,,False
"3,8",26,"Американская, Бар",$$ - $$$,False
"4,0",3,Открыто сейчас,,False
"3,9",35,"Итальянская, Пицца",$$ - $$$,False
"3,8",44,"Паб, Винный бар",$$ - $$$,False
"3,5",88,"Американская, Фастфуд",$,False
"5,0",1,"Американская, Средиземноморская",$,False
"5,0",4,"Американская, Бар",,False
"4,1",11,Открыто сейчас,$$ - $$$,False
"4,2",62,Фастфуд,$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,0",1,Кафе,,False
"3,3",7,Меню,$,False
"5,0",1,"Американская, Восточноевропейская",,False
"4,8",4,Мексиканская,,False
"2,9",7,Индийская,,False
"5,0",7,"Итальянская, Пицца",,False
"4,5",2,Китайская,,False
"5,0",2,Китайская,,False
"4,7",3,Ближневосточная,,False
"5,0",6,"Американская, Морепродукты",$$ - $$$,False
"3,8",25,"Китайская, Азиатская",$$ - $$$,False
"4,0",8,"Бары и клубы, Паб",,False
"5,0",9,Сейчас закрыто,$$ - $$$,False
"4,8",5,,,False
"5,0",4,"Китайская, Тайская",,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,3",46,"Японская, Суши",$$ - $$$,False
"3,3",3,"Мексиканская, Латиноамериканская",,False
"4,5",8,Мексиканская,$$ - $$$,False
"4,0",7,Открыто сейчас,$$ - $$$,False
"5,0",4,Американская,,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,1",26,"Стейк-хаус, Латиноамериканская",$$ - $$$,False
"5,0",1,Японская,,False
"4,4",8,Открыто сейчас,$,False
"4,5",2,"Азиатская, Тайская",,False
"4,5",2,"Итальянская, Пицца",,False
"4,1",9,"Американская, Пицца",$$ - $$$,False
"4,3",66,"Американская, Бар",$$ - $$$,False
"4,5",4,Индийская,,False
"4,9",10,"Американская, Пицца",$,False
"4,5",2,Кафе,,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"5,0",12,Фастфуд,$,False
"4,6",11,Откроется через 32 мин.,$$ - $$$,False
"4,3",3,Американская,,False
"5,0",4,Азиатская,$$ - $$$,False
"3,7",26,"Китайская, Азиатская",$$ - $$$,False
N/A,0,Мексиканская,,False
"5,0",1,"Французская, Бар",,False
"4,0",2,Американская,,False
"4,2",5,Итальянская,$$ - $$$,False
"4,0",4,"Китайская, Азиатская",,False
"4,7",3,"Китайская, Азиатская",,False
"3,9",11,"Ливанская, Средиземноморская",$,False
"5,0",3,Мексиканская,,False
"3,4",16,"Американская, Фастфуд",$,False
"3,9",20,"Азиатская, Вьетнамская",$,False
N/A,0,"Азиатская, Тайская",,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"5,0",27,"Японская, Суши",$$ - $$$,True
"5,0",3,"Итальянская, Пицца",,False
"3,5",24,"Американская, Бар",$$ - $$$,False
"4,8",6,"Бары и клубы, Средиземноморская",$$ - $$$,False
"4,5",4,"Французская, Кафе",$$ - $$$,False
"3,8",15,"Американская, Закусочная",$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"5,0",1,Греческая,,False
"4,4",20,Американская,$,False
"3,7",19,Ближневосточная,$$ - $$$,False
"4,3",8,Испанская,,False
"3,2",13,"Американская, Фастфуд",$,False
"4,3",3,Сейчас закрыто,,False
"3,7",6,Кафе,,False
"4,2",16,"Азиатская, Вьетнамская",$$ - $$$,False
"4,1",22,"Японская, Азиатская",$$ - $$$,False
"3,3",3,Открыто сейчас,,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"3,2",26,"Американская, Фастфуд",$,False
"4,2",27,"Итальянская, Пицца",$,False
"4,8",5,,,False
"5,0",2,"Африканская, Винный бар",,False
"5,0",4,Открыто сейчас,,False
"4,3",3,Индийская,,False
"4,1",39,"Американская, Бар",$,False
"1,8",4,Средиземноморская,,False
"4,9",10,Открыто сейчас,,False
"4,7",3,"Бары и клубы, Американская",,False
"3,9",40,"Мексиканская, Фастфуд",$,False
"4,2",27,"Американская, Бар",$,False
"4,0",1,Японская,$$ - $$$,False
"5,0",1,"Итальянская, Французская",,False
"3,8",13,Мексиканская,$,False
"4,9",12,"Американская, Бар",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"5,0",2,Японская,,False
"4,4",39,"Итальянская, Морепродукты",$$ - $$$,False
"4,5",2,"Американская, Бар",$$ - $$$,False
"4,2",18,"Японская, Бар",$$ - $$$,False
"4,1",34,Фастфуд,$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"5,0",2,"Бары и клубы, Мексиканская",,False
"4,3",30,Итальянская,$$ - $$$,False
"4,4",12,Морепродукты,$$$$,False
"4,4",16,Сейчас закрыто,$,False
"4,4",7,"Японская, Морепродукты",,False
"4,5",22,"Бары и клубы, Супы",$,False
"3,7",20,"Китайская, Азиатская",$,False
"3,8",21,"Японская, Суши",$$ - $$$,False
"5,0",2,Мексиканская,$$ - $$$,False
"3,0",5,"Ливанская, Средиземноморская",,False
"4,4",30,"Китайская, Азиатская",$$ - $$$,True
"3,8",19,"Итальянская, Пицца",$$ - $$$,False
"4,0",5,"Американская, Кафе",$,False
"3,0",4,Меню,,False
"4,1",103,Современная,$$ - $$$,False
"3,5",25,"Японская, Суши",$$ - $$$,False
"4,3",10,Бар,,False
"4,1",9,Открыто сейчас,$$ - $$$,False
"4,7",7,Гастроном,$,False
"4,6",11,"Бар, Паб",$,False
"5,0",2,Индийская,,False
"4,6",5,Открыто сейчас,,False
"3,5",13,"Китайская, Японская",,False
"4,3",3,"Итальянская, Современная",,False
"3,1",39,Кафе,$$ - $$$,False
"4,6",5,"Тайская, Уличная еда",,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,4",5,Фастфуд,,False
"4,5",8,,,False
"5,0",4,Кафе,,False
"4,2",30,"Японская, Суши",$$ - $$$,False
"4,7",34,"Бары и клубы, Бар",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
"4,3",12,Кафе,,False
"3,6",7,"Китайская, Азиатская",$,False
"3,2",6,Французская,$$ - $$$,False
"4,8",6,Вьетнамская,$,False
"4,0",3,,,False
"3,0",3,Открыто сейчас,,False
"4,8",9,"Средиземноморская, Греческая",,False
"4,4",10,Испанская,$,False
"4,1",26,"Американская, Бар",$$ - $$$,False
"5,0",1,"Итальянская, Бар",$$ - $$$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"4,2",5,"Африканская, Марокканская",$,False
"5,0",1,"Японская, Бар",,False
"3,4",17,Фастфуд,$,False
"3,5",4,Открыто сейчас,$,False
"4,8",4,"Бары и клубы, Итальянская",$$ - $$$,False
"4,5",2,"Американская, Каджунская и креольская",$$ - $$$,False
"4,1",11,Открыто сейчас,$,False
"4,7",3,"Японская, Суши",,False
"4,7",3,,,False
"5,0",3,Итальянская,,False
"4,7",9,"Китайская, Азиатская",$$ - $$$,False
"4,6",7,"Итальянская, Кафе",,False
"4,3",35,"Азиатская, Вьетнамская",$$ - $$$,False
"4,1",31,"Японская, Суши",$$ - $$$,False
"5,0",1,Испанская,,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,0",22,Открыто сейчас,$,False
"5,0",1,Откроется через 1 мин.,,False
"4,5",2,Открыто сейчас,,False
"5,0",1,Открыто сейчас,,False
"4,7",3,"Перуанская, Морепродукты",$$ - $$$,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,4",5,Сейчас закрыто,,False
"3,9",24,"Бары и клубы, Американская",,False
"3,4",65,Меню,$$ - $$$,False
"4,4",31,"Японская, Суши",$$$$,False
"4,3",10,Японская,,False
"3,6",8,Закусочная,,False
"3,8",14,"Японская, Суши",$$ - $$$,False
"3,1",12,Американская,$$ - $$$,False
"5,0",3,Откроется через 1 мин.,,False
"3,5",6,Китайская,,False
N/A,0,"Азиатская, Тайская",,True
"4,6",7,Гастроном,$,False
"3,7",3,"Американская, Бар",$,False
"4,0",8,"Итальянская, Японская",$$ - $$$,False
"4,0",1,Американская,,False
"4,2",26,"Американская, Бар",$$ - $$$,False
"5,0",2,Сейчас закрыто,,False
"4,0",27,"Японская, Суши",$$ - $$$,False
"4,0",23,"Барбекю, Азиатская",$$ - $$$,False
"4,4",5,Китайская,$$ - $$$,False
"5,0",1,Сейчас закрыто,,False
"3,2",22,"Китайская, Азиатская",$,False
"4,4",11,Итальянская,$$ - $$$,False
"3,7",55,Сейчас закрыто,$$ - $$$,False
"4,1",34,"Бар, Морепродукты",$$$$,False
"3,3",36,"Американская, Фастфуд",$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"3,6",36,"Китайская, Японская",$$ - $$$,False
"4,0",4,"Японская, Перуанская",$$ - $$$,False
"5,0",1,Барбекю,$$ - $$$,False
"5,0",2,"Азиатская, Вьетнамская",$$ - $$$,False
"4,3",3,Открыто сейчас,,False
N/A,0,"Азиатская, Тайская",,True
"4,3",4,Американская,,False
"5,0",3,"Американская, Суши",,False
"4,0",1,"Итальянская, Современная",$$$$,False
"5,0",7,"Бары и клубы, Бар",,False
"3,4",58,Мексиканская,$$ - $$$,False
"4,0",39,"Бельгийская, Европейская",$$ - $$$,False
"4,0",1,"Японская, Суши",,False
"4,0",3,"Латиноамериканская, Испанская",,False
"4,2",6,,,False
"4,2",15,Индийская,$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,6",5,"Итальянская, Пицца",,False
"3,7",22,"Французская, Американская",$$ - $$$,False
"5,0",1,Открыто сейчас,,False
"4,0",3,Сейчас закрыто,,False
"5,0",1,Азиатская,,False
"4,0",5,Греческая,,False
"4,0",2,"Бары и клубы, Американская",,False
"5,0",1,"Итальянская, Пицца",$$ - $$$,False
"5,0",1,Здоровая,$$ - $$$,False
"4,2",37,"Бар, Винный бар",$$ - $$$,False
"4,1",9,"Азиатская, Тайская",,False
"4,7",3,Итальянская,$,False
"4,5",2,Открыто сейчас,,False
"4,5",2,,,False
"3,0",3,Откроется через 1 мин.,,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,5",8,Открыто сейчас,$$ - $$$,False
"4,7",3,"Японская, Азиатская",,False
"4,2",25,"Пицца, Фастфуд",$,False
"4,4",8,Откроется через 1 мин.,$$ - $$$,False
"4,5",15,"Азиатская, Корейская",$$ - $$$,False
"4,5",2,"Французская, Американская",$$$$,True
"5,0",7,Бар,,False
"3,7",3,Открыто сейчас,,False
"5,0",4,Пицца,,False
"4,5",22,"Бар, Международная",$$ - $$$,False
"4,1",11,"Китайская, Азиатская",$,False
"3,8",13,Фастфуд,$,False
"3,6",14,"Американская, Фастфуд",$,False
"4,3",4,Откроется через 31 мин.,,False
"4,6",7,Французская,,False
"4,0",23,"Итальянская, Пицца",$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,0",5,"Ближневосточная, Израильская",$$ - $$$,False
"2,0",2,Откроется через 1 мин.,,False
"5,0",1,"Китайская, Японская",,False
"3,0",62,"Итальянская, Пицца",$,False
"5,0",2,"Китайская, Азиатская",$$ - $$$,False
"3,8",5,Откроется через 1 мин.,,False
"2,8",6,Фастфуд,$,False
"4,5",4,"Азиатская, Корейская",,False
"3,3",42,Фастфуд,$,False
"3,5",30,"Американская, Фастфуд",$,False
"3,2",18,"Китайская, Азиатская",$$ - $$$,False
"3,4",24,"Итальянская, Американская",$$ - $$$,False
"4,5",2,"Китайская, Азиатская",,False
"4,4",5,Гастроном,,False
"4,5",12,Сейчас закрыто,,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"3,9",8,Открыто сейчас,$$ - $$$,False
"3,6",5,Открыто сейчас,,False
"4,2",13,"Американская, Кафе",$,False
"4,4",5,Французская,,False
"4,4",15,"Фастфуд, Средиземноморская",$,False
N/A,0,"Азиатская, Тайская",,True
"4,1",22,"Бар, Паб",$$ - $$$,False
"3,3",15,Гастроном,$$ - $$$,False
"4,5",4,"Бразильская, Кафе",$$ - $$$,False
"4,7",9,"Итальянская, Пицца",,False
"3,5",13,"Американская, Барбекю",$,False
"3,8",18,"Китайская, Азиатская",$$ - $$$,False
"3,9",9,Здоровая,,False
"2,9",11,"Американская, Бар",$$ - $$$,False
"2,0",1,Пицца,,False
"4,5",27,Винный бар,$$ - $$$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"5,0",1,"Американская, Гриль",$$ - $$$,False
"3,9",9,Сейчас закрыто,,False
"4,2",5,Тайская,,False
"5,0",2,"Американская, Ирландская",,False
"3,0",131,"Итальянская, Пицца",$,False
"3,8",13,Кафе,$$ - $$$,False
"3,9",28,Кафе,$,False
"3,7",36,"Французская, Паб",$$ - $$$,False
"4,2",10,Гастроном,$$ - $$$,False
"5,0",3,"Японская, Суши",,False
"4,8",4,Пицца,,False
"3,5",4,Мексиканская,$$ - $$$,False
"4,5",4,"Бар, Паб",$$ - $$$,False
"4,7",3,Сейчас закрыто,,False
"4,5",2,"Японская, Суши",,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"5,0",1,Американская,$$ - $$$,False
"4,3",11,"Китайская, Гастроном",$,False
"5,0",1,Центральноазиатская,,False
"5,0",2,"Итальянская, Пицца",,False
"4,3",11,"Китайская, Азиатская",$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,5",4,"Морепродукты, Гриль",$$ - $$$,False
"4,0",3,Китайская,,False
"3,8",21,"Ирландская, Бар",$$ - $$$,False
"3,4",67,"Китайская, Азиатская",$$ - $$$,False
"3,9",32,"Американская, Бар",$$ - $$$,False
"3,3",8,,,False
"3,7",9,"Американская, Паб с пивоварней",,False
"5,0",1,Суши,,False
"4,0",6,Индийская,,False
"4,1",7,Открыто сейчас,$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,5",2,Морепродукты,,False
"4,4",5,Открыто сейчас,$,False
"4,0",38,"Американская, Бар",$$ - $$$,False
"5,0",2,Сейчас закрыто,,False
"4,4",11,"Американская, Кафе",$$ - $$$,False
"5,0",1,"Итальянская, Стейк-хаус",,False
"4,4",17,"Японская, Суши",,False
"3,8",11,"Американская, Ирландская",$$ - $$$,False
"5,0",1,Открыто сейчас,$$ - $$$,False
"4,1",14,Американская,$,False
"2,3",13,"Филиппинская, Фастфуд",$,False
"5,0",1,Открыто сейчас,,False
"4,0",4,"Американская, Бар",$$$$,False
"4,3",11,Сейчас закрыто,$$ - $$$,False
"3,9",51,"Американская, Бар",$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"3,9",7,"Итальянская, Пицца",$,False
"5,0",2,,,False
"4,0",9,"Кафе, Здоровая",$,False
"4,3",7,Индийская,$$ - $$$,False
"4,5",4,Тайская,,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"5,0",2,Китайская,,False
"5,0",3,Японская,,False
"4,8",4,Американская,,False
"4,2",6,"Перуанская, Южноамериканская",$$ - $$$,False
"4,3",4,Открыто сейчас,,False
"4,2",37,Открыто сейчас,$$ - $$$,False
"4,4",10,Открыто сейчас,$$ - $$$,False
"5,0",1,Сейчас закрыто,,False
"3,7",19,"Итальянская, Пицца",$,False
"5,0",4,"Кафе, Азиатская",,False
"4,5",2,"Французская, Американская",$$$$,True
"4,5",2,Открыто сейчас,,False
"4,3",3,"Японская, Японская кухня-фьюжн",,False
"2,0",1,Открыто сейчас,,False
"3,7",3,"Американская, Кафе",,False
"5,0",6,"Бар, Паб",,False
"5,0",4,"Мексиканская, Бар",$$ - $$$,False
"5,0",3,Тайская,,False
"4,3",3,Гастроном,,False
"2,3",8,Американская,$$ - $$$,False
"5,0",2,"Американская, Бар",,False
"4,3",4,Азиатская,$$ - $$$,False
"4,0",8,Кафе,$,False
"3,9",26,"Итальянская, Пицца",$,False
"4,3",6,"Китайская, Американская",,False
"5,0",4,Пицца,$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,7",7,Открыто сейчас,$$ - $$$,False
"5,0",4,Тайская,,False
"4,2",18,"Бар, Паб",$$ - $$$,False
"4,3",6,Средиземноморская,$$ - $$$,False
"4,0",26,Открыто сейчас,$,False
N/A,0,"Азиатская, Тайская",,True
"4,0",14,Мексиканская,$$ - $$$,False
"4,3",33,Фастфуд,,False
"4,2",5,Суши,$$$$,False
"3,5",39,Американская,$$ - $$$,False
"5,0",2,Откроется через 59 мин.,,False
"4,5",13,,,False
"4,6",11,"Морепродукты, Винный бар",$$ - $$$,False
"3,3",18,Американская,$,False
"5,0",3,Американская,,False
"5,0",1,"Французская, Грузинская",,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"3,8",44,"Американская, Бар",$$ - $$$,False
"5,0",3,"Японская, Суши",,False
"3,7",18,Винный бар,$$ - $$$,False
"3,0",4,"Китайская, Бар",$$$$,False
"4,2",11,"Китайская, Азиатская",$$ - $$$,False
"4,5",13,Кафе,$,False
"4,1",20,Открыто сейчас,$$ - $$$,False
"5,0",1,Французская,,False
"4,7",3,"Бар, Паб",,False
"4,2",5,"Бары и клубы, Бар",,False
"4,8",5,Американская,,False
"4,0",28,Открыто сейчас,$,False
"5,0",5,"Американская, Фастфуд",,False
"1,8",5,"Бары и клубы, Бар",,False
"5,0",4,"Суши, Азиатская",$$ - $$$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,1",15,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,3",7,Кафе,$$ - $$$,False
"4,0",8,"Американская, Бар",$$ - $$$,False
"5,0",2,"Южноамериканская, Колумбийская",,False
"3,9",40,"Мексиканская, Фастфуд",$,False
"4,5",2,"Французская, Американская",$$$$,True
"4,0",3,Мексиканская,,False
"3,9",8,Ирландская,$$ - $$$,False
"4,0",11,"Итальянская, Пицца",$,False
"3,9",15,"Латиноамериканская, Испанская",$$ - $$$,False
"4,4",8,"Итальянская, Пицца",$,False
"5,0",5,,,False
"4,0",4,Открыто сейчас,,False
"3,7",16,"Японская, Суши",$$ - $$$,False
"3,0",13,"Американская, Бар",$$ - $$$,False
"3,0",1,"Американская, Здоровая",,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"3,9",27,"Американская, Бар",$$ - $$$,False
"3,6",19,"Латиноамериканская, Испанская",$,False
"4,6",5,Мексиканская,,False
"4,4",24,Кафе,$,False
"4,2",30,Тайская,$$ - $$$,False
"3,9",30,"Американская, Бар",$$ - $$$,False
"4,3",3,"Итальянская, Пицца",,False
"3,9",7,Открыто сейчас,,False
"5,0",2,"Американская, Австралийская",$$ - $$$,False
"5,0",1,"Американская, Современная",,False
"5,0",3,Откроется через 59 мин.,,False
"4,0",6,"Китайская, Азиатская",$$ - $$$,False
"3,9",25,Итальянская,$$ - $$$,False
"4,2",28,"Латиноамериканская, Кубинская",,False
"4,0",21,"Латиноамериканская, Испанская",$,False
N/A,0,"Азиатская, Тайская",,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"3,3",19,Итальянская,$$ - $$$,False
"4,5",2,"Французская, Американская",,False
"4,0",24,"Итальянская, Американская",$$ - $$$,False
"4,2",34,Сейчас закрыто,$$ - $$$,False
"5,0",1,Американская,,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,3",3,Пицца,,False
"4,2",5,Американская,,False
"4,5",2,,,False
"3,0",2,Откроется через 28 мин.,,False
"4,5",2,"Мексиканская, Здоровая",,False
"4,7",3,Мексиканская,,False
"4,1",29,"Мексиканская, Фастфуд",$,False
"4,5",3,Итальянская,$,False
"5,0",2,Американская,,False
"3,4",19,"Бельгийская, Европейская",$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,3",11,"Итальянская, Пицца",$,False
"4,5",19,Открыто сейчас,$,False
"3,9",8,"Мексиканская, Бар",$$ - $$$,False
"4,0",3,Китайская,,False
"4,5",2,Суши,,False
"4,3",4,Американская,,False
"4,3",3,Японская,$$$$,False
"4,2",14,"Бар, Паб",$$ - $$$,False
"4,0",4,"Японская, Суши",,False
"3,0",1,Итальянская,,False
"5,0",4,Открыто сейчас,,False
"2,5",6,Японская,,False
"4,4",13,"Американская, Бар",$$ - $$$,False
"3,8",11,Гастроном,$,False
"3,8",36,Бар,$$ - $$$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"3,0",5,"Итальянская, Средиземноморская",$$ - $$$,False
"3,9",9,"Азиатская, Фьюжн",$,False
"4,5",4,Открыто сейчас,,False
"2,0",2,"Азиатская, Корейская",,False
"4,6",8,"Американская, Бар",$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"3,4",7,Открыто сейчас,,False
"4,0",66,Пицца,$,False
"5,0",1,"Азиатская, Малазийская",,False
"3,7",3,"Французская, Американская",$$ - $$$,False
"2,7",3,"Итальянская, Африканская",,False
"4,4",12,Испанская,$,False
"5,0",2,Сейчас закрыто,,False
"4,8",4,Итальянская,$,False
