rating,reviews_count,cuisine_type,price,is_sponsored
"5,0",10,Итальянская,$$$$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,0",283,"Европейская, Французская",$$ - $$$,False
"4,1",32,Американская,$$$$,False
"4,5",58,"Итальянская, Морепродукты",$$ - $$$,False
"4,2",253,"Японская, Азиатская",$$ - $$$,False
"4,2",73,Кафе,$,False
"4,0",178,"Итальянская, Стейк-хаус",$$ - $$$,False
"4,1",63,"Ирландская, Бар",$$ - $$$,False
"3,9",217,"Американская, Фастфуд",$$ - $$$,False
"4,6",40,"Американская, Международная",$$$$,False
"4,2",34,Бразильская,$$ - $$$,False
"4,9",12,"Американская, Бар",$$ - $$$,True
"4,6",13,"Американская, Бар",$$ - $$$,False
"3,7",35,"Мексиканская, Американская",$$ - $$$,False
"4,8",41,"Итальянская, Средиземноморская",$$ - $$$,False
"4,0",204,Американская,$$ - $$$,False
"4,3",3,"Бары и клубы, Американская",,False
"4,0",92,Мексиканская,$$ - $$$,False
"4,1",182,"Французская, Европейская",$$ - $$$,False
"4,7",10,"Морепродукты, Греческая",$$ - $$$,False
"4,6",37,"Итальянская, Пицца",$$ - $$$,False
"4,6",149,Морепродукты,$$ - $$$,False
"4,6",51,Пицца,$,False
"4,2",161,Греческая,$$ - $$$,False
"3,6",51,Бар,$$ - $$$,False
"4,1",83,"Австрийская, Кафе",$$ - $$$,False
"3,8",55,"Китайская, Азиатская",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"3,0",165,"Бары и клубы, Бар",$$ - $$$,False
"3,4",28,Открыто сейчас,$$$$,False
"4,0",94,"Американская, Кафе",$$ - $$$,False
"4,4",34,"Американская, Азиатская",$$ - $$$,False
"4,3",176,"Морепродукты, Средиземноморская",$$ - $$$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,7",26,"Американская, Кафе",$$ - $$$,False
"4,3",111,"Азиатская, Современная",$$ - $$$,False
"4,4",178,"Латиноамериканская, Аргентинская",$$ - $$$,False
"4,2",131,"Итальянская, Пицца",$,False
"4,2",132,"Китайская, Азиатская",$$ - $$$,False
"4,1",207,"Итальянская, Средиземноморская",$$ - $$$,False
"4,5",39,"Американская, Здоровая",$$ - $$$,False
"4,2",160,"Индийская, Азиатская",$$ - $$$,False
"4,1",117,"Итальянская, Средиземноморская",$$ - $$$,False
"4,3",105,Американская,$$ - $$$,False
"4,5",2,"Французская, Американская",$$$$,True
"3,8",255,"Итальянская, Пицца",$$ - $$$,False
"4,2",23,"Мексиканская, Морепродукты",$$$$,False
"4,0",202,Стейк-хаус,$$$$,False
"4,2",97,"Французская, Австрийская",$$ - $$$,False
"4,1",217,"Американская, Бар",$$ - $$$,False
"4,4",194,Сейчас закрыто,$$ - $$$,False
"4,0",203,"Французская, Европейская",$$ - $$$,False
"3,9",62,Американская,$,False
"4,4",63,"Китайская, Азиатская",$,False
"4,0",229,"Испанская, Винный бар",$$ - $$$,False
"4,2",38,Кафе,$$ - $$$,False
"4,4",32,Итальянская,$$ - $$$,False
"3,9",52,"Стейк-хаус, Морепродукты",$$ - $$$,False
"4,2",164,"Американская, Кафе",$,False
"4,0",285,"Японская, Барбекю",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"4,0",290,"Турецкая, Ближневосточная",$$ - $$$,False
"4,3",59,"Французская, Европейская",$$ - $$$,False
"3,9",24,"Итальянская, Современная",$$ - $$$,False
"4,3",16,"Американская, Фастфуд",$$ - $$$,False
"4,8",16,"Французская, Японская",$$$$,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,8",16,"Японская, Суши",$$ - $$$,False
"4,3",60,"Итальянская, Пицца",$,False
"4,8",44,"Американская, Международная",$$ - $$$,False
"4,0",364,Мексиканская,$$ - $$$,False
"4,1",202,"Итальянская, Пицца",$$ - $$$,False
"4,0",259,"Индийская, Азиатская",$$ - $$$,False
"4,2",107,"Азиатская, Вьетнамская",$,False
"4,1",106,Американская,$$$$,False
"4,5",105,"Американская, Бар",$$ - $$$,False
"4,1",182,"Бар, Азиатская",$$ - $$$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"4,2",68,Итальянская,$$ - $$$,False
"4,3",60,"Бары и клубы, Бар",$$ - $$$,False
"4,6",16,"Японская, Морепродукты",$$ - $$$,False
"4,4",41,"Ливанская, Средиземноморская",$$ - $$$,False
"4,3",92,Мексиканская,$$ - $$$,False
"4,2",232,"Итальянская, Пицца",$$ - $$$,False
"4,3",188,Итальянская,$$$$,False
"3,9",218,Американская,$$ - $$$,False
"4,4",14,"Итальянская, Пицца",$$ - $$$,False
"4,3",185,Американская,$$ - $$$,False
"4,8",16,"Японская, Суши",$$ - $$$,False
"4,4",140,"Американская, Бар",$$ - $$$,False
"4,3",6,"Итальянская, Пицца",,False
"4,6",18,"Итальянская, Пицца",$$ - $$$,False
"4,6",16,Закусочная,$$ - $$$,False
"4,0",21,"Бары и клубы, Американская",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,5",209,Американская,$$ - $$$,False
"3,5",336,Кафе,$$ - $$$,False
"4,4",78,"Японская, Суши",$$$$,False
"4,2",76,"Фастфуд, Средиземноморская",$,False
"4,1",28,"Итальянская, Американская",$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,9",13,"Средиземноморская, Турецкая",$$ - $$$,False
"4,1",134,"Японская, Суши",$$$$,False
"4,5",8,"Итальянская, Бар",$$ - $$$,False
"4,7",74,Итальянская,$$ - $$$,False
"4,0",124,Пицца,$,False
"4,0",113,"Японская, Суши",$$$$,False
"4,1",237,"Ирландская, Бар",$$ - $$$,False
"4,7",73,"Французская, Винный бар",$$ - $$$,False
"3,4",527,"Итальянская, Пицца",$$ - $$$,False
"4,3",21,Каджунская и креольская,$$ - $$$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"3,5",683,"Итальянская, Морепродукты",$$ - $$$,False
"4,1",231,"Ирландская, Бар",$$ - $$$,False
"4,1",161,"Азиатская, Вьетнамская",$,False
"4,4",72,"Итальянская, Пицца",$$ - $$$,False
"4,2",51,"Китайская, Барбекю",$$ - $$$,False
"3,9",220,"Американская, Бар",$$ - $$$,False
"4,4",11,Сейчас закрыто,$$$$,False
"4,3",132,"Американская, Бар",$$$$,False
"4,3",146,"Ливанская, Средиземноморская",$,False
"4,1",88,"Американская, Кафе",$,False
"4,3",127,"Итальянская, Средиземноморская",$$ - $$$,False
"3,9",124,"Японская, Азиатская",$$ - $$$,False
"4,2",43,"Итальянская, Американская",$,False
"4,0",64,"Американская, Ирландская",$$ - $$$,False
"4,7",99,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"3,2",910,"Итальянская, Пицца",$$ - $$$,False
"4,3",101,Итальянская,$$$$,False
"4,6",76,"Международная, Азиатская",$$ - $$$,False
"4,5",113,"Итальянская, Морепродукты",$$ - $$$,False
"3,9",344,"Итальянская, Пицца",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
"4,4",78,"Бары и клубы, Ирландская",$$ - $$$,False
"4,7",16,"Индийская, Фьюжн",$$ - $$$,False
"4,2",207,Итальянская,$$ - $$$,False
"4,4",98,"Китайская, Азиатская",$$ - $$$,False
"4,4",9,Сейчас закрыто,$$$$,False
"4,4",117,"Итальянская, Бар",$$ - $$$,False
"4,4",17,"Американская, Пицца",$$ - $$$,False
"4,3",38,"Французская, Европейская",$$ - $$$,False
"4,3",85,"Итальянская, Стейк-хаус",$$ - $$$,False
"4,1",94,"Итальянская, Пицца",$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"3,9",129,"Итальянская, Пицца",$$ - $$$,False
"4,1",110,"Американская, Бар",$$ - $$$,False
"3,7",369,"Барбекю, Азиатская",$$ - $$$,False
"3,9",181,Итальянская,$$ - $$$,False
"4,3",178,"Американская, Международная",$$ - $$$,False
"4,1",103,"Японская, Суши",$$$$,False
"4,1",71,"Китайская, Азиатская",$$ - $$$,False
"3,9",265,"Морепродукты, Средиземноморская",$$ - $$$,False
"4,2",47,"Японская, Суши",$$ - $$$,False
"4,2",263,"Японская, Суши",$$$$,False
"4,4",43,"Японская, Азиатская",$$ - $$$,False
"4,3",129,"Французская, Европейская",$$ - $$$,False
"3,9",51,"Американская, Фастфуд",$,False
"5,0",4,"Бары и клубы, Бар",$$ - $$$,False
"4,2",218,"Американская, Кафе",$,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,5",26,"Японская, Азиатская",$$ - $$$,False
"3,9",111,"Бар, Средиземноморская",$$ - $$$,False
"3,6",511,Итальянская,$$ - $$$,False
"4,6",51,"Американская, Кафе",$$ - $$$,False
"4,2",114,"Мексиканская, Латиноамериканская",$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",157,"Испанская, Баскская",$$ - $$$,False
"4,3",176,"Американская, Ирландская",$$ - $$$,False
"3,8",76,"Средиземноморская, Греческая",$$ - $$$,False
"4,6",138,"Итальянская, Пицца",$,False
"4,3",407,"Американская, Бар",$$ - $$$,False
"4,1",56,"Средиземноморская, Турецкая",$$ - $$$,False
"4,9",13,"Американская, Фастфуд",$,False
"3,9",91,"Американская, Закусочная",$$ - $$$,False
"4,4",35,"Ливанская, Средиземноморская",$$ - $$$,False
"4,1",203,"Американская, Ирландская",$$ - $$$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,2",97,"Итальянская, Бар",$$ - $$$,False
"4,6",21,"Мексиканская, Бар",$,False
"4,4",69,"Марокканская, Бар",$$ - $$$,False
"4,2",139,"Американская, Бар",$$ - $$$,False
"4,6",52,"Американская, Паб с пивоварней",,False
"5,0",4,"Стейк-хаус, Морепродукты",$$$$,False
"4,9",8,Сейчас закрыто,$$ - $$$,False
"4,5",94,"Итальянская, Пицца",$$ - $$$,False
"4,8",10,"Барбекю, Азиатская",,False
"4,3",95,"Бар, Азиатская",$$ - $$$,False
"3,6",262,"Итальянская, Пицца",$,False
"4,1",196,"Итальянская, Винный бар",$$ - $$$,False
"4,4",32,"Японская, Стейк-хаус",$$ - $$$,False
"4,8",46,Французская,$$$$,False
"4,1",92,"Перуанская, Латиноамериканская",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,4",27,"Японская, Азиатская",$$ - $$$,False
"4,5",10,Сейчас закрыто,$$ - $$$,False
"4,3",72,"Средиземноморская, Турецкая",$$ - $$$,False
"3,9",65,"Барбекю, Азиатская",$$ - $$$,False
"4,0",177,Итальянская,$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",141,"Перуанская, Латиноамериканская",$$ - $$$,False
"4,4",110,Итальянская,$$ - $$$,False
"4,7",57,"Японская, Суши",$$ - $$$,False
"4,2",35,"Средиземноморская, Турецкая",$$ - $$$,False
"3,4",415,"Французская, Европейская",$$ - $$$,False
"3,5",162,"Американская, Барбекю",$$ - $$$,False
"4,2",114,"Бары и клубы, Ирландская",$$ - $$$,False
"4,5",35,"Китайская, Азиатская",$$ - $$$,False
"3,6",264,Американская,$$ - $$$,False
"4,5",141,"Японская, Суши",$$ - $$$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,0",199,"Карибская, Ямайская",$$ - $$$,False
"3,3",335,"Китайская, Азиатская",$$ - $$$,False
"4,4",9,"Итальянская, Современная",$$ - $$$,False
"3,9",304,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,1",131,"Американская, Закусочная",$,False
"3,9",160,"Итальянская, Пицца",$$ - $$$,False
"4,2",83,"Итальянская, Средиземноморская",$$$$,False
"5,0",3,Итальянская,,False
"4,0",192,"Американская, Гастропаб",$$ - $$$,False
"3,7",259,Итальянская,$$ - $$$,False
"3,7",69,Испанская,$$ - $$$,False
"3,6",43,"Американская, Бар",$$ - $$$,False
"4,3",98,"Средиземноморская, Европейская",$$ - $$$,False
"4,4",78,"Японская, Суши",$$ - $$$,False
"4,6",45,"Здоровая, Бары с рестораном",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
N/A,0,"Азиатская, Тайская",,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,6",38,"Азиатская, Вьетнамская",$$ - $$$,False
"4,1",21,"Мексиканская, Бар",$$ - $$$,False
"4,5",328,"Международная, Здоровая",$$ - $$$,False
"4,5",63,"Итальянская, Пицца",$$ - $$$,False
"3,9",211,Американская,$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,0",161,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,4",185,Итальянская,$$ - $$$,False
"4,3",20,"Каджунская и креольская, Бар",$$ - $$$,False
"4,2",144,"Бары и клубы, Американская",$$ - $$$,False
"3,4",263,"Американская, Фастфуд",$,False
"5,0",1,Итальянская,,False
"4,1",70,"Средиземноморская, Греческая",$$ - $$$,False
"4,4",58,"Международная, Азиатская",$$ - $$$,False
"4,1",46,"Американская, Бар",$$ - $$$,False
"3,9",264,"Американская, Закусочная",$,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,4",37,"Средиземноморская, Европейская",$$ - $$$,False
"4,1",154,Итальянская,$$$$,False
"4,4",14,"Аргентинская, Южноамериканская",$$ - $$$,False
"4,3",46,"Итальянская, Пицца",$$ - $$$,False
"4,0",235,Индийская,$$ - $$$,False
"4,8",22,Украинская,$$ - $$$,False
"3,9",26,"Французская, Бар",$$$$,False
"4,1",110,Американская,$,False
"4,2",96,"Американская, Бар",$$ - $$$,False
"4,5",80,"Итальянская, Бар",$$ - $$$,False
"4,4",72,Гавайская,$$ - $$$,False
"3,8",28,Откроется через 54 мин.,$$ - $$$,False
"4,1",173,"Американская, Бар",$$ - $$$,False
"4,7",9,"Японская, Перуанская",$$ - $$$,False
"4,0",66,"Японская, Морепродукты",$$ - $$$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,3",287,"Итальянская, Японская кухня-фьюжн",$$ - $$$,False
"4,2",33,"Японская, Азиатская",$,False
"4,3",102,"Ирландская, Бар",$$ - $$$,False
"4,0",403,"Американская, Бар",$$ - $$$,False
"4,5",124,"Латиноамериканская, Средиземноморская",$$ - $$$,False
N/A,0,"Азиатская, Тайская",,True
"4,3",95,Тайская,$$ - $$$,False
"4,1",196,"Американская, Бар",$$ - $$$,False
"4,2",164,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,3",98,"Американская, Бар",$$$$,False
"4,2",146,"Американская, Кафе",$,False
"4,7",67,"Итальянская, Пицца",$,False
"4,0",48,"Стейк-хаус, Бар",$$ - $$$,False
"4,1",46,"Итальянская, Гастроном",$$ - $$$,False
"3,9",39,"Итальянская, Стейк-хаус",$$ - $$$,False
"3,5",114,"Кафе, Европейская",$$ - $$$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"4,1",47,"Бары и клубы, Американская",$$ - $$$,False
"4,6",30,Кафе,$$ - $$$,False
"4,5",26,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,3",75,"Американская, Гастроном",$$ - $$$,False
"4,1",20,Барбекю,$$ - $$$,False
"3,6",20,"Итальянская, Пицца",$$ - $$$,False
"4,2",62,"Азиатская, Центральноазиатская",$$ - $$$,False
"4,6",11,"Каджунская и креольская, Азиатская",$,False
"4,1",110,"Средиземноморская, Турецкая",$$ - $$$,False
"4,4",58,Сейчас закрыто,$$ - $$$,False
"4,0",13,"Бар, Паб",$$ - $$$,False
"4,4",142,"Американская, Здоровая",$$ - $$$,False
"4,5",21,Турецкая,$$ - $$$,False
"3,4",8,Французская,$$$$,False
"3,8",225,"Стейк-хаус, Морепродукты",$$$$,False
"4,4",30,"Китайская, Азиатская",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"4,0",81,"Итальянская, Тосканская",$$ - $$$,False
"4,5",75,"Японская, Испанская",$$$$,False
"4,3",112,"Американская, Бар",$,False
"3,4",24,Французская,$$$$,False
"3,9",112,"Бар, Кафе",$$$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"3,2",39,"Итальянская, Фьюжн",$$ - $$$,False
"3,9",146,"Американская, Бар",$$ - $$$,False
"4,2",13,"Японская, Американская",$$$$,False
"4,1",150,Итальянская,$$$$,False
"4,5",47,"Бары и клубы, Американская",$$ - $$$,False
"3,6",288,"Американская, Бар",$$ - $$$,False
"3,9",290,"Американская, Ирландская",$$ - $$$,False
"4,1",72,"Китайская, Азиатская",$$ - $$$,False
"4,3",162,"Итальянская, Средиземноморская",$$ - $$$,False
"3,8",63,"Кафе, Европейская",$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",154,"Японская, Суши",$$$$,False
"4,2",33,Кафе,$$ - $$$,False
"4,2",103,"Бары и клубы, Американская",$$ - $$$,False
"3,8",18,"Итальянская, Стейк-хаус",$$ - $$$,False
"4,8",73,"Французская, Европейская",$$ - $$$,False
"4,2",83,"Азиатская, Фьюжн",$$ - $$$,False
"3,9",166,"Японская, Азиатская",$$ - $$$,False
"4,2",108,Винный бар,$$ - $$$,False
"4,3",103,Ирландская,$$ - $$$,False
"3,8",79,"Американская, Кафе",$,False
"4,4",55,"Средиземноморская, Турецкая",$$ - $$$,False
"4,4",58,"Бельгийская, Уличная еда",$,False
"4,2",197,"Бар, Морепродукты",$$ - $$$,False
"4,2",124,"Японская, Суши",$$ - $$$,False
"4,4",70,"Американская, Бар",$$ - $$$,False
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,1",23628,"Десерты, Американская",$$ - $$$,True
"4,3",75,"Французская, Европейская",$$ - $$$,False
"4,5",50,"Азиатская, Вьетнамская",$,False
"4,1",96,Итальянская,$$ - $$$,False
"4,5",12,"Суши, Азиатская",$,False
"4,1",176,"Американская, Фастфуд",$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,5",8,"Итальянская, Пицца",,False
"4,1",246,"Кафе, Европейская",$$ - $$$,False
"4,2",152,"Итальянская, Средиземноморская",$$ - $$$,False
"4,3",54,"Пицца, Суши",$$ - $$$,False
"4,2",27,"Средиземноморская, Греческая",$$ - $$$,False
"4,6",30,"Ирландская, Бар",$$ - $$$,False
"4,2",125,"Мексиканская, Латиноамериканская",$$ - $$$,False
"3,8",192,"Французская, Европейская",$$ - $$$,False
"4,7",42,Итальянская,$$ - $$$,False
"5,0",5,"Азиатская, Корейская",,False
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,2",65,"Японская, Суши",$$ - $$$,False
"4,4",75,Латиноамериканская,$,False
"4,0",94,"Бары и клубы, Американская",$$ - $$$,False
"3,7",273,"Китайская, Азиатская",$,False
"4,0",128,"Американская, Ирландская",$$ - $$$,False
"3,9",111,"Азиатская, Вьетнамская",$$ - $$$,False
"5,0",6,Пицца,,False
"4,5",25,Итальянская,$$$$,False
"4,2",121,Французская,$$ - $$$,False
"4,3",75,"Карибская, Латиноамериканская",$,False
"4,4",83,"Бары и клубы, Бар",$$ - $$$,False
"4,6",46,"Японская, Азиатская",$$ - $$$,False
"3,9",182,"Американская, Ирландская",$$ - $$$,False
"4,4",62,"Средиземноморская, Ближневосточная",$$ - $$$,False
"4,8",17,,,False
N/A,0,"Азиатская, Тайская",,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,1",151,"Итальянская, Средиземноморская",$$ - $$$,False
"4,8",16,"Итальянская, Американская",$$ - $$$,False
"4,0",94,"Индийская, Современная",$$ - $$$,False
"4,0",221,"Американская, Кафе",$$ - $$$,False
"4,0",88,"Итальянская, Пицца",$,False
N/A,0,"Азиатская, Тайская",,True
"4,2",66,"Американская, Каджунская и креольская",$$ - $$$,False
"4,5",30,"Американская, Кафе",$,False
"3,9",94,"Японская, Суши",$$ - $$$,False
"3,7",21,"Индийская, Азиатская",$$ - $$$,False
"4,4",18,"Азиатская, Корейская",$$$$,False
"3,4",26,Итальянская,$$ - $$$,False
"3,9",34,"Американская, Бар",$$ - $$$,False
"4,4",177,"Американская, Бар",$,False
"4,4",109,Гастроном,$$ - $$$,False
"3,9",176,"Американская, Ирландская",$$ - $$$,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"4,0",227,"Американская, Бар",$$ - $$$,False
"4,4",26,Итальянская,$$ - $$$,False
"4,0",172,"Итальянская, Стейк-хаус",$$ - $$$,False
"3,7",105,Европейская,$$ - $$$,False
"4,4",16,Грузинская,$,False
"4,7",9,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,9",12,"Итальянская, Мексиканская",,False
"4,2",95,"Пицца, Итальянская",$,False
"4,2",13,"Итальянская, Пицца",$$ - $$$,False
"4,7",24,"Бары и клубы, Французская",$$ - $$$,False
"3,8",170,"Винный бар, Итальянская",$$ - $$$,False
"4,5",97,"Французская, Европейская",$$$$,False
"3,9",124,"Японская, Азиатская",$$ - $$$,False
"4,5",39,"Ирландская, Бар",$$ - $$$,False
"3,6",391,Итальянская,$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
N/A,0,"Азиатская, Тайская",,True
"4,2",99,"Карибская, Латиноамериканская",$,False
"3,8",8,Итальянская,$$$$,False
"3,9",33,"Американская, Фастфуд",$,False
"4,2",114,"Французская, Американская",$$ - $$$,False
"4,1",72,"Латиноамериканская, Бар",$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,5",62,Тайская,$$ - $$$,False
"4,4",12,"Американская, Здоровая",$$ - $$$,False
"4,2",44,"Бары и клубы, Американская",$$ - $$$,False
"3,8",85,"Мексиканская, Фастфуд",$,False
"4,6",111,Открыто сейчас,$$ - $$$,False
"4,2",10,Тайская,$$ - $$$,False
"4,2",24,Американская,$$ - $$$,False
"3,6",21,"Японская, Азиатская",$$ - $$$,False
"4,1",127,"Американская, Стейк-хаус",$$$$,False
"4,6",5,"Латиноамериканская, Испанская",,False
"4,5",27,"Японская, Азиатская",$$ - $$$,True
"4,3",105,Итальянская,$$ - $$$,False
"4,1",91,"Итальянская, Пицца",$$ - $$$,False
"5,0",11,Сейчас закрыто,$$ - $$$,False
"4,4",8,Гастроном,,False
"4,3",165,"Итальянская, Пицца",$$ - $$$,False
"4,1",86,"Мексиканская, Здоровая",$$ - $$$,False
"4,3",81,Итальянская,$$ - $$$,False
"4,2",289,"Итальянская, Бар",$$ - $$$,False
"4,3",23,"Итальянская, Американская",$$$$,False
"4,0",44,Американская,$$ - $$$,False
"3,8",102,"Американская, Карибская",$$ - $$$,False
"4,0",124,"Мексиканская, Юговосточная",$$ - $$$,False
"4,2",136,"Американская, Кафе",$,False
"3,9",228,Турецкая,$$ - $$$,False
"4,9",7,"Фьюжн, Карибская",$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"3,3",426,"Американская, Кафе",$$ - $$$,False
"3,9",66,"Китайская, Азиатская",$$ - $$$,False
"4,3",24,"Китайская, Азиатская",$$ - $$$,False
"4,0",113,"Бары и клубы, Немецкая",$$ - $$$,False
"3,7",3,"Китайская, Азиатская",$$ - $$$,False
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,1",77,"Турецкая, Южноамериканская",$,False
"4,0",146,"Американская, Ирландская",$$ - $$$,False
"3,9",130,"Китайская, Азиатская",$,False
"3,9",249,"Французская, Американская",$$ - $$$,False
"4,7",17,"Фастфуд, Средиземноморская",$,False
"4,1",82,"Мексиканская, Карибская",$,False
"4,4",17,Итальянская,$$ - $$$,False
"4,3",100,Американская,$$ - $$$,False
"4,3",65,"Японская, Суши",$$ - $$$,False
"4,3",11,"Французская, Европейская",$$$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,2",132,"Японская, Суши",$$ - $$$,False
"4,3",30,"Ирландская, Бар",$,False
"4,8",9,Мексиканская,$$ - $$$,False
"4,4",69,"Испанская, Винный бар",$$ - $$$,False
"4,2",61,Индийская,$$$$,False
"4,1",149,"Американская, Фастфуд",$,False
"4,3",125,"Испанская, Винный бар",$$ - $$$,False
"3,8",33,Кафе,$$ - $$$,False
"4,2",71,"Ирландская, Бар",$$ - $$$,False
"3,8",212,"Американская, Фастфуд",$,False
"4,3",100,Американская,$$ - $$$,False
"4,1",55,"Американская, Закусочная",$$ - $$$,False
"4,2",11,Китайская,$$ - $$$,False
"4,4",46,"Барбекю, Азиатская",$$ - $$$,False
"4,5",16,"Азиатская, Корейская",$$$$,False
"4,5",2,"Французская, Американская",$$$$,True
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"5,0",27,"Японская, Суши",$$ - $$$,True
"4,4",9,Открыто сейчас,,False
"4,0",218,"Индийская, Здоровая",$$ - $$$,False
"4,4",170,"Американская, Бар",$$ - $$$,False
"4,1",44,Кафе,$,False
"4,2",61,"Ливанская, Фастфуд",$,False
"4,1",97,"Бары и клубы, Стейк-хаус",$$ - $$$,True
"3,9",7,Американская,$$$$,False
"3,8",147,"Японская, Суши",$$$$,False
"4,2",22,"Китайская, Азиатская",$$ - $$$,False
"4,0",98,"Африканская, Эфиопская",$$ - $$$,False
"4,2",98,"Французская, Международная",$$$$,False
"3,6",302,"Американская, Бар",$,False
"4,5",39,"Американская, Кафе",$,False
"3,9",160,"Итальянская, Тосканская",$$$$,False
"4,5",53,"Японская, Азиатская",$$ - $$$,False
"4,4",34,"Мексиканская, Латиноамериканская",$$ - $$$,False
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,2",13,"Американская, Современная",$$$$,False
"4,2",135,Сейчас закрыто,$$$$,False
"4,4",40,"Карибская, Ямайская",$,False
"4,7",32,Американская,$$ - $$$,False
"4,3",98,Американская,$$ - $$$,False
"4,5",44,Фастфуд,$,False
"4,6",25,Японская,$$$$,False
"4,7",3,"Бар, Азиатская",,False
"3,9",327,"Японская, Суши",$$ - $$$,False
"3,9",156,Французская,$$ - $$$,False
"4,4",97,Итальянская,$$ - $$$,False
"3,9",171,"Американская, Бар",$$$$,False
"3,9",109,"Американская, Кафе",$$ - $$$,False
"3,9",482,"Итальянская, Пицца",$$ - $$$,False
"4,5",14,"Японская, Азиатская",$$ - $$$,False
"4,5",2,"Французская, Американская",$$$$,True
"4,5",130,"Бары и клубы, Ирландская",$,True
"4,6",56,"Итальянская, Пицца",$$ - $$$,True
"4,1",436,"Американская, Закусочная",,False
"4,4",106,"Японская, Суши",$$$$,False
"3,8",20,"Итальянская, Пицца",$$ - $$$,False
"4,0",106,"Индийская, Азиатская",$$ - $$$,False
"4,4",97,"Итальянская, Пицца",$$ - $$$,False
"5,0",3,"Средиземноморская, Греческая",$$ - $$$,True
"3,9",41,"Французская, Американская",$$ - $$$,False
"4,0",250,Индийская,$$ - $$$,False
"4,5",22,"Индийская, Гастроном",$,False
